turnir,leto,podlaga,st_iger,zmagovalec,porazenec 
38,2011,Clay,17,1077,1415
38,2011,Clay,17,160,238
38,2011,Clay,19,291,209
38,2011,Clay,16,200,231
38,2011,Clay,20,720,1376
38,2011,Clay,27,317,246
38,2011,Clay,32,291,1598
38,2011,Clay,27,246,176
38,2011,Clay,17,1376,213
38,2011,Clay,13,200,1627
38,2011,Clay,17,231,312
38,2011,Clay,30,720,1626
38,2011,Clay,29,238,267
38,2011,Clay,34,209,748
38,2011,Clay,17,317,2389
38,2011,Clay,28,1415,1941
38,2011,Clay,31,237,2385
38,2011,Clay,20,306,230
38,2011,Clay,21,267,2099
38,2011,Clay,19,1941,2016
38,2011,Clay,18,237,3552
38,2011,Clay,23,2389,2028
38,2011,Clay,16,267,3556
38,2011,Clay,17,2389,1089
38,2011,Clay,13,1941,3490
38,2011,Clay,17,237,1865
38,2011,Clay,16,2028,3557
38,2011,Clay,21,2099,2348
38,2011,Clay,16,2016,3549
38,2011,Clay,13,3552,3558
38,2011,Clay,31,3556,3559
38,2011,Clay,18,1865,3545
38,2011,Clay,20,2099,3542
38,2011,Clay,30,2389,3560
38,2011,Clay,16,3549,1113
38,2011,Clay,17,3490,3561
38,2011,Clay,19,3558,3554
38,2011,Clay,13,3557,3562
38,2012,Clay,31,211,739
38,2012,Clay,22,739,694
38,2012,Clay,26,211,286
38,2012,Clay,15,739,731
38,2012,Clay,18,211,291
38,2012,Clay,17,286,217
38,2012,Clay,27,694,289
38,2012,Clay,32,739,1941
38,2012,Clay,18,217,200
38,2012,Clay,26,694,247
38,2012,Clay,28,211,1077
38,2012,Clay,30,291,198
38,2012,Clay,27,731,246
38,2012,Clay,30,286,322
38,2012,Clay,35,289,259
38,2012,Clay,31,291,248
38,2012,Clay,26,286,720
38,2012,Clay,16,246,2099
38,2012,Clay,16,259,314
38,2012,Clay,14,211,1972
38,2012,Clay,32,322,1434
38,2012,Clay,18,1941,2387
38,2012,Clay,32,289,159
38,2012,Clay,5,198,302
38,2012,Clay,26,731,2021
38,2012,Clay,28,217,327
38,2012,Clay,22,694,231
38,2012,Clay,18,2021,1919
38,2012,Clay,31,322,273
38,2012,Clay,26,731,201
38,2012,Clay,16,1941,1948
38,2012,Clay,8,1941,1610
38,2012,Clay,21,201,267
38,2012,Clay,18,1919,2080
38,2012,Clay,20,273,3563
38,2012,Clay,26,322,216
38,2012,Clay,30,2021,2348
38,2012,Clay,17,731,1970
38,2012,Clay,36,1948,1443
38,2012,Clay,17,1610,2385
38,2012,Clay,24,267,2497
38,2012,Clay,15,1919,1865
38,2012,Clay,19,273,745
38,2012,Clay,23,322,2389
38,2012,Clay,19,2021,3013
38,2012,Clay,32,731,3564
38,2012,Clay,31,1948,3565
38,2012,Clay,24,1970,2121
38,2012,Clay,14,1941,3566
38,2012,Clay,26,2080,3567
38,2012,Clay,12,201,3562
38,2012,Clay,21,2348,3568
38,2012,Clay,19,1443,2025
38,2012,Clay,16,216,3569
38,2012,Clay,24,3563,3570
38,2013,Clay,19,1077,326
38,2013,Clay,27,326,291
38,2013,Clay,18,1077,230
38,2013,Clay,25,291,247
38,2013,Clay,35,1077,173
38,2013,Clay,34,326,200
38,2013,Clay,19,230,1646
38,2013,Clay,19,1646,673
38,2013,Clay,25,247,209
38,2013,Clay,16,326,739
38,2013,Clay,15,173,176
38,2013,Clay,19,291,274
38,2013,Clay,28,1077,213
38,2013,Clay,18,230,1610
38,2013,Clay,20,200,1647
38,2013,Clay,22,291,731
38,2013,Clay,27,1077,694
38,2013,Clay,18,200,1626
38,2013,Clay,17,1610,2099
38,2013,Clay,15,213,236
38,2013,Clay,26,1646,1602
38,2013,Clay,25,1647,211
38,2013,Clay,30,176,248
38,2013,Clay,20,209,1660
38,2013,Clay,23,326,267
38,2013,Clay,21,230,322
38,2013,Clay,29,274,1434
38,2013,Clay,21,267,2052
38,2013,Clay,21,731,3571
38,2013,Clay,18,322,2016
38,2013,Clay,28,236,264
38,2013,Clay,18,267,2385
38,2013,Clay,24,731,3491
38,2013,Clay,21,322,3563
38,2013,Clay,22,264,3572
38,2013,Clay,13,236,3573
38,2013,Clay,19,2052,3574
38,2013,Clay,14,2016,2670
38,2013,Clay,16,3571,3490
38,2013,Clay,15,3572,2893
38,2013,Clay,17,3571,1865
38,2013,Clay,17,2670,2497
38,2013,Clay,16,3574,3575
38,2013,Clay,22,3491,3564
38,2013,Clay,22,3563,3560
38,2013,Clay,20,2385,3576
38,2013,Clay,33,3573,3486
38,2014,Clay,21,213,173
38,2014,Clay,29,213,160
38,2014,Clay,22,173,326
38,2014,Clay,26,326,1077
38,2014,Clay,21,213,200
38,2014,Clay,30,160,315
38,2014,Clay,20,173,211
38,2014,Clay,19,1077,1660
38,2014,Clay,17,200,2389
38,2014,Clay,26,173,176
38,2014,Clay,31,160,1659
38,2014,Clay,20,211,1647
38,2014,Clay,29,326,2099
38,2014,Clay,18,213,1664
38,2014,Clay,19,315,747
38,2014,Clay,18,1647,322
38,2014,Clay,13,213,263
38,2014,Clay,32,326,2068
38,2014,Clay,23,315,308
38,2014,Clay,19,211,2123
38,2014,Clay,22,1660,159
38,2014,Clay,31,747,1600
38,2014,Clay,26,2099,2135
38,2014,Clay,38,2389,209
38,2014,Clay,22,173,230
38,2014,Clay,20,1664,2066
38,2014,Clay,9,1659,317
38,2014,Clay,28,2123,2094
38,2014,Clay,18,1600,2021
38,2014,Clay,20,2066,2385
38,2014,Clay,27,2135,2499
38,2014,Clay,24,2123,3577
38,2014,Clay,16,2021,1598
38,2014,Clay,18,1600,2059
38,2014,Clay,20,2094,2508
38,2014,Clay,31,2135,2133
38,2014,Clay,31,2066,3578
38,2014,Clay,18,2499,3579
38,2014,Clay,20,2385,3575
38,2014,Clay,22,3579,264
38,2014,Clay,12,2123,3580
38,2014,Clay,33,2021,229
38,2014,Clay,18,2385,2023
38,2014,Clay,17,2059,238
38,2014,Clay,29,2094,3581
38,2014,Clay,21,2133,3491
38,2014,Clay,17,1600,3582
38,2014,Clay,16,2066,3554
38,2014,Clay,31,2499,3583
38,2014,Clay,23,1598,184
38,2014,Clay,18,2508,2670
38,2014,Clay,15,2135,3484
38,2014,Clay,25,3577,2349
38,2014,Clay,23,3575,3584
38,2014,Clay,29,3578,2388
38,2015,Clay,20,308,294
38,2015,Clay,18,294,211
38,2015,Clay,31,308,291
38,2015,Clay,36,294,273
38,2015,Clay,23,291,246
38,2015,Clay,27,308,1645
38,2015,Clay,26,211,213
38,2015,Clay,14,294,218
38,2015,Clay,25,291,1940
38,2015,Clay,19,308,1647
38,2015,Clay,20,213,279
38,2015,Clay,17,211,297
38,2015,Clay,35,273,1415
38,2015,Clay,23,1645,326
38,2015,Clay,17,246,1982
38,2015,Clay,17,211,2093
38,2015,Clay,20,273,2099
38,2015,Clay,15,1645,1077
38,2015,Clay,17,246,203
38,2015,Clay,18,1647,1602
38,2015,Clay,30,326,200
38,2015,Clay,15,1982,274
38,2015,Clay,16,1415,2042
38,2015,Clay,20,279,3585
38,2015,Clay,12,1940,1972
38,2015,Clay,17,297,267
38,2015,Clay,23,218,2354
38,2015,Clay,18,218,2356
38,2015,Clay,18,1940,1660
38,2015,Clay,24,3585,1994
38,2015,Clay,26,2042,3586
38,2015,Clay,19,218,3587
38,2015,Clay,22,1660,275
38,2015,Clay,24,3585,2123
38,2015,Clay,18,1994,3588
38,2015,Clay,23,2356,2230
38,2015,Clay,15,3586,2642
38,2015,Clay,19,1940,2388
38,2015,Clay,25,2042,230
38,2015,Clay,20,230,264
38,2015,Clay,20,218,2945
38,2015,Clay,23,1660,3589
38,2015,Clay,16,2123,2220
38,2015,Clay,32,1994,3590
38,2015,Clay,20,2230,745
38,2015,Clay,17,1940,164
38,2015,Clay,20,3586,2021
38,2015,Clay,16,2388,1402
38,2015,Clay,17,2356,3579
38,2015,Clay,19,3588,3576
38,2015,Clay,36,3585,2570
38,2015,Clay,18,3587,3027
38,2015,Clay,18,2642,3491
38,2015,Clay,26,2042,2013
38,2015,Clay,24,275,2389
39,1991,Hard,30,60,610
39,1991,Hard,22,60,1044
39,1991,Hard,18,610,1
39,1991,Hard,26,1,16
39,1991,Hard,33,60,33
39,1991,Hard,27,1044,1045
39,1991,Hard,31,610,1258
39,1991,Hard,29,610,18
39,1991,Hard,32,33,585
39,1991,Hard,31,1,53
39,1991,Hard,21,60,1016
39,1991,Hard,17,1258,570
39,1991,Hard,16,1045,37
39,1991,Hard,17,16,543
39,1991,Hard,30,1044,1287
39,1991,Hard,17,1287,0
39,1991,Hard,29,18,574
39,1991,Hard,21,543,69
39,1991,Hard,15,585,1012
39,1991,Hard,23,53,1214
39,1991,Hard,31,1016,19
39,1991,Hard,18,570,597
39,1991,Hard,29,37,42
39,1991,Hard,31,1,21
39,1991,Hard,22,60,1558
39,1991,Hard,17,16,27
39,1991,Hard,31,1258,1270
39,1991,Hard,19,1044,648
39,1991,Hard,15,33,1182
39,1991,Hard,17,1045,1307
39,1991,Hard,19,610,1833
39,1992,Hard,22,1270,10
39,1992,Hard,22,1270,995
39,1992,Hard,31,10,60
39,1992,Hard,25,1270,18
39,1992,Hard,19,10,14
39,1992,Hard,18,60,1267
39,1992,Hard,15,995,66
39,1992,Hard,29,18,1182
39,1992,Hard,19,1270,19
39,1992,Hard,16,10,42
39,1992,Hard,16,60,6
39,1992,Hard,35,14,24
39,1992,Hard,23,1267,32
39,1992,Hard,29,66,58
39,1992,Hard,20,995,1032
39,1992,Hard,20,18,21
39,1992,Hard,22,14,1023
39,1992,Hard,28,995,20
39,1992,Hard,22,1267,1016
39,1992,Hard,19,6,605
39,1992,Hard,19,66,38
39,1992,Hard,20,19,27
39,1992,Hard,17,42,651
39,1992,Hard,17,1270,1287
39,1992,Hard,26,10,1044
39,1992,Hard,32,24,9
39,1992,Hard,19,60,543
39,1992,Hard,19,58,548
39,1992,Hard,20,32,41
39,1992,Hard,18,1182,1258
39,1992,Hard,19,1032,1558
40,1993,Grass,17,1173,655
40,1993,Grass,25,655,611
40,1993,Grass,31,1173,583
40,1993,Grass,31,655,619
40,1993,Grass,15,583,603
40,1993,Grass,30,1173,1210
40,1993,Grass,23,611,638
40,1993,Grass,28,655,557
40,1993,Grass,17,583,566
40,1993,Grass,36,638,1199
40,1993,Grass,23,603,625
40,1993,Grass,25,619,58
40,1993,Grass,27,1173,1208
40,1993,Grass,19,1210,622
40,1993,Grass,19,611,599
40,1993,Grass,22,655,604
40,1993,Grass,26,583,4
40,1993,Grass,27,622,665
40,1993,Grass,27,599,659
40,1993,Grass,30,1208,558
40,1993,Grass,23,1199,621
40,1993,Grass,14,625,3597
40,1993,Grass,19,58,538
40,1993,Grass,21,603,1209
40,1993,Grass,28,638,562
40,1993,Grass,26,557,616
40,1993,Grass,29,1173,585
40,1993,Grass,23,566,642
40,1993,Grass,22,1210,606
40,1993,Grass,18,611,600
40,1993,Grass,19,619,3105
40,1994,Grass,29,575,588
40,1994,Grass,22,575,490
40,1994,Grass,26,588,626
40,1994,Grass,22,575,1173
40,1994,Grass,17,626,114
40,1994,Grass,23,588,58
40,1994,Grass,22,490,642
40,1994,Grass,19,575,639
40,1994,Grass,17,114,622
40,1994,Grass,16,642,612
40,1994,Grass,24,490,578
40,1994,Grass,22,626,611
40,1994,Grass,13,1173,558
40,1994,Grass,19,588,119
40,1994,Grass,20,58,538
40,1994,Grass,19,575,26
40,1994,Grass,21,58,655
40,1994,Grass,20,114,23
40,1994,Grass,16,612,643
40,1994,Grass,18,578,1814
40,1994,Grass,31,626,570
40,1994,Grass,30,558,638
40,1994,Grass,17,588,632
40,1994,Grass,16,119,656
40,1994,Grass,18,642,678
40,1994,Grass,21,639,35
40,1994,Grass,33,622,650
40,1994,Grass,20,1173,640
40,1994,Grass,20,490,524
40,1994,Grass,24,538,1208
40,1994,Grass,17,611,603
40,1995,Grass,35,578,575
40,1995,Grass,20,575,585
40,1995,Grass,25,578,597
40,1995,Grass,20,585,626
40,1995,Grass,19,575,1210
40,1995,Grass,22,578,1144
40,1995,Grass,31,597,630
40,1995,Grass,18,626,638
40,1995,Grass,20,630,641
40,1995,Grass,28,575,695
40,1995,Grass,21,578,570
40,1995,Grass,19,1144,589
40,1995,Grass,23,597,3105
40,1995,Grass,32,585,11
40,1995,Grass,33,1210,637
40,1995,Grass,19,626,640
40,1995,Grass,27,641,64
40,1995,Grass,30,575,654
40,1995,Grass,22,578,566
40,1995,Grass,35,1210,114
40,1995,Grass,17,589,6
40,1995,Grass,31,597,655
40,1995,Grass,17,11,622
40,1995,Grass,35,637,650
40,1995,Grass,23,1144,50
40,1995,Grass,26,570,604
40,1995,Grass,20,638,557
40,1995,Grass,15,3105,3343
40,1995,Grass,31,585,972
40,1995,Grass,30,695,1173
40,1995,Grass,20,630,148
40,1996,Grass,32,587,626
40,1996,Grass,25,626,640
40,1996,Grass,26,587,1210
40,1996,Grass,36,626,588
40,1996,Grass,31,1210,114
40,1996,Grass,22,587,630
40,1996,Grass,26,640,591
40,1996,Grass,25,630,0
40,1996,Grass,19,626,15
40,1996,Grass,19,114,647
40,1996,Grass,32,640,578
40,1996,Grass,18,591,585
40,1996,Grass,26,587,656
40,1996,Grass,35,588,642
40,1996,Grass,14,1210,638
40,1996,Grass,21,0,1030
40,1996,Grass,33,626,653
40,1996,Grass,16,114,671
40,1996,Grass,30,585,600
40,1996,Grass,16,1210,641
40,1996,Grass,32,578,649
40,1996,Grass,26,588,637
40,1996,Grass,22,587,129
40,1996,Grass,32,15,654
40,1996,Grass,17,638,605
40,1996,Grass,22,591,622
40,1996,Grass,23,642,695
40,1996,Grass,23,647,3598
40,1996,Grass,21,656,40
40,1996,Grass,16,630,574
40,1996,Grass,23,640,650
40,1997,Grass,39,626,583
40,1997,Grass,19,626,592
40,1997,Grass,23,583,585
40,1997,Grass,35,626,575
40,1997,Grass,19,583,0
40,1997,Grass,18,592,4
40,1997,Grass,15,585,1210
40,1997,Grass,26,626,647
40,1997,Grass,17,0,587
40,1997,Grass,36,1210,613
40,1997,Grass,19,592,638
40,1997,Grass,31,575,628
40,1997,Grass,18,583,660
40,1997,Grass,35,585,635
40,1997,Grass,20,4,139
40,1997,Grass,14,626,695
40,1997,Grass,10,0,654
40,1997,Grass,14,613,1839
40,1997,Grass,22,592,656
40,1997,Grass,22,585,655
40,1997,Grass,15,139,57
40,1997,Grass,30,575,622
40,1997,Grass,28,583,1030
40,1997,Grass,16,635,644
40,1997,Grass,17,638,3599
40,1997,Grass,23,660,148
40,1997,Grass,17,647,1201
40,1997,Grass,38,587,640
40,1997,Grass,29,1210,603
40,1997,Grass,18,628,663
40,1997,Grass,26,4,671
40,1998,Grass,20,626,588
40,1998,Grass,21,626,644
40,1998,Grass,21,588,585
40,1998,Grass,18,626,142
40,1998,Grass,22,588,613
40,1998,Grass,26,585,546
40,1998,Grass,23,644,638
40,1998,Grass,19,585,583
40,1998,Grass,26,626,654
40,1998,Grass,21,613,139
40,1998,Grass,31,638,129
40,1998,Grass,15,142,604
40,1998,Grass,20,644,660
40,1998,Grass,20,588,80
40,1998,Grass,26,546,119
40,1998,Grass,28,583,58
40,1998,Grass,20,626,655
40,1998,Grass,20,613,148
40,1998,Grass,17,129,568
40,1998,Grass,28,660,10
40,1998,Grass,24,588,0
40,1998,Grass,29,119,647
40,1998,Grass,34,142,690
40,1998,Grass,23,80,661
40,1998,Grass,19,638,592
40,1998,Grass,35,585,678
40,1998,Grass,20,139,1053
40,1998,Grass,22,644,4
40,1998,Grass,31,546,695
40,1999,Grass,17,647,587
40,1999,Grass,19,587,129
40,1999,Grass,19,647,640
40,1999,Grass,22,129,695
40,1999,Grass,34,587,139
40,1999,Grass,18,647,604
40,1999,Grass,19,640,546
40,1999,Grass,32,604,627
40,1999,Grass,20,129,654
40,1999,Grass,23,139,638
40,1999,Grass,17,647,1210
40,1999,Grass,20,587,668
40,1999,Grass,26,546,649
40,1999,Grass,21,695,1853
40,1999,Grass,21,640,68
40,1999,Grass,17,627,670
40,1999,Grass,23,129,591
40,1999,Grass,16,640,613
40,1999,Grass,22,546,73
40,1999,Grass,17,139,568
40,1999,Grass,18,647,1317
40,1999,Grass,19,695,145
40,1999,Grass,38,649,652
40,1999,Grass,29,1853,588
40,1999,Grass,19,638,655
40,1999,Grass,14,668,611
40,1999,Grass,18,587,1062
40,1999,Grass,21,68,622
40,1999,Grass,19,654,1862
40,1999,Grass,29,1210,578
40,2000,Grass,17,654,613
40,2000,Grass,23,654,626
40,2000,Grass,15,613,665
40,2000,Grass,22,626,660
40,2000,Grass,37,613,647
40,2000,Grass,22,654,77
40,2000,Grass,20,665,673
40,2000,Grass,35,626,1853
40,2000,Grass,28,647,123
40,2000,Grass,33,77,129
40,2000,Grass,31,665,655
40,2000,Grass,19,660,678
40,2000,Grass,34,613,627
40,2000,Grass,17,673,588
40,2000,Grass,33,654,682
40,2000,Grass,36,626,94
40,2000,Grass,17,647,145
40,2000,Grass,36,77,58
40,2000,Grass,22,588,191
40,2000,Grass,26,655,1317
40,2000,Grass,28,682,139
40,2000,Grass,19,660,2883
40,2000,Grass,26,627,695
40,2000,Grass,16,1853,93
40,2000,Grass,27,665,653
40,2000,Grass,18,673,679
40,2000,Grass,33,613,4
40,2000,Grass,18,129,607
40,2000,Grass,32,123,109
40,2000,Grass,19,654,644
40,2000,Grass,31,678,587
40,2001,Grass,30,644,590
40,2001,Grass,29,644,626
40,2001,Grass,22,590,627
40,2001,Grass,39,626,660
40,2001,Grass,36,627,673
40,2001,Grass,18,644,649
40,2001,Grass,23,590,721
40,2001,Grass,20,626,1317
40,2001,Grass,18,627,664
40,2001,Grass,24,590,667
40,2001,Grass,25,673,654
40,2001,Grass,24,644,588
40,2001,Grass,19,660,139
40,2001,Grass,39,649,647
40,2001,Grass,32,721,145
40,2001,Grass,27,626,2703
40,2001,Grass,19,627,640
40,2001,Grass,28,667,700
40,2001,Grass,19,647,679
40,2001,Grass,14,145,10
40,2001,Grass,31,673,123
40,2001,Grass,20,644,665
40,2001,Grass,20,139,705
40,2001,Grass,17,649,695
40,2001,Grass,21,721,716
40,2001,Grass,15,660,1833
40,2001,Grass,23,588,112
40,2001,Grass,16,664,57
40,2001,Grass,26,654,129
40,2001,Grass,17,590,692
40,2001,Grass,20,1317,77
40,2002,Grass,28,626,647
40,2002,Grass,28,626,621
40,2002,Grass,30,647,673
40,2002,Grass,31,626,57
40,2002,Grass,19,673,1077
40,2002,Grass,22,621,644
40,2002,Grass,22,647,692
40,2002,Grass,21,626,716
40,2002,Grass,18,673,654
40,2002,Grass,19,644,682
40,2002,Grass,19,647,561
40,2002,Grass,29,621,697
40,2002,Grass,18,692,116
40,2002,Grass,33,57,1317
40,2002,Grass,16,1077,664
40,2002,Grass,21,626,649
40,2002,Grass,32,673,638
40,2002,Grass,19,644,1860
40,2002,Grass,29,561,1074
40,2002,Grass,17,1317,68
40,2002,Grass,18,697,104
40,2002,Grass,18,116,129
40,2002,Grass,19,1077,590
40,2002,Grass,24,621,131
40,2002,Grass,16,647,721
40,2002,Grass,33,682,100
40,2002,Grass,23,664,723
40,2002,Grass,21,692,180
40,2002,Grass,22,654,167
40,2002,Grass,5,716,1082
40,2002,Grass,10,57,147
40,2003,Grass,16,673,647
40,2003,Grass,31,673,1077
40,2003,Grass,33,647,679
40,2003,Grass,25,673,104
40,2003,Grass,20,1077,68
40,2003,Grass,38,679,645
40,2003,Grass,21,647,723
40,2003,Grass,25,673,94
40,2003,Grass,32,723,1317
40,2003,Grass,19,68,116
40,2003,Grass,18,104,721
40,2003,Grass,22,1077,649
40,2003,Grass,18,679,682
40,2003,Grass,28,647,291
40,2003,Grass,18,645,590
40,2003,Grass,19,673,113
40,2003,Grass,19,1317,621
40,2003,Grass,18,68,638
40,2003,Grass,33,645,626
40,2003,Grass,15,104,3600
40,2003,Grass,21,1077,694
40,2003,Grass,22,291,702
40,2003,Grass,15,679,1963
40,2003,Grass,19,649,3345
40,2003,Grass,32,721,2383
40,2003,Grass,15,647,710
40,2003,Grass,19,116,3299
40,2003,Grass,21,682,654
40,2003,Grass,27,590,704
40,2003,Grass,21,723,660
40,2003,Grass,16,94,1316
40,2004,Grass,15,673,1348
40,2004,Grass,19,673,68
40,2004,Grass,33,1348,1317
40,2004,Grass,21,673,679
40,2004,Grass,22,1317,647
40,2004,Grass,23,68,139
40,2004,Grass,16,1348,160
40,2004,Grass,15,673,1077
40,2004,Grass,23,1317,722
40,2004,Grass,16,68,1602
40,2004,Grass,19,1348,113
40,2004,Grass,21,679,692
40,2004,Grass,31,139,621
40,2004,Grass,32,647,649
40,2004,Grass,19,160,729
40,2004,Grass,17,673,644
40,2004,Grass,17,1317,731
40,2004,Grass,16,68,682
40,2004,Grass,24,160,706
40,2004,Grass,34,649,1067
40,2004,Grass,18,1348,654
40,2004,Grass,27,692,664
40,2004,Grass,19,139,291
40,2004,Grass,34,621,1375
40,2004,Grass,16,1602,697
40,2004,Grass,17,679,709
40,2004,Grass,32,722,1081
40,2004,Grass,19,647,721
40,2004,Grass,24,113,159
40,2004,Grass,30,729,702
40,2004,Grass,34,1077,261
40,2005,Grass,33,673,1067
40,2005,Grass,23,673,139
40,2005,Grass,27,1067,106
40,2005,Grass,19,673,726
40,2005,Grass,23,1067,710
40,2005,Grass,20,106,1317
40,2005,Grass,20,139,191
40,2005,Grass,18,673,261
40,2005,Grass,27,1067,590
40,2005,Grass,22,106,1869
40,2005,Grass,27,139,277
40,2005,Grass,22,710,291
40,2005,Grass,35,191,709
40,2005,Grass,33,726,329
40,2005,Grass,18,1317,167
40,2005,Grass,36,673,1081
40,2005,Grass,17,1067,692
40,2005,Grass,31,709,170
40,2005,Grass,20,106,160
40,2005,Grass,18,1317,146
40,2005,Grass,20,726,722
40,2005,Grass,17,139,68
40,2005,Grass,26,291,621
40,2005,Grass,33,191,1858
40,2005,Grass,23,261,1077
40,2005,Grass,38,277,92
40,2005,Grass,26,167,136
40,2005,Grass,20,710,716
40,2005,Grass,20,590,664
40,2005,Grass,34,329,696
40,2005,Grass,32,1869,647
40,2006,Grass,27,673,727
40,2006,Grass,32,673,139
40,2006,Grass,17,727,703
40,2006,Grass,39,673,710
40,2006,Grass,25,727,590
40,2006,Grass,22,139,1081
40,2006,Grass,32,703,261
40,2006,Grass,36,673,162
40,2006,Grass,29,261,306
40,2006,Grass,34,727,68
40,2006,Grass,15,139,729
40,2006,Grass,27,710,1067
40,2006,Grass,19,703,1602
40,2006,Grass,23,590,679
40,2006,Grass,25,1081,664
40,2006,Grass,21,673,1358
40,2006,Grass,23,306,726
40,2006,Grass,22,664,292
40,2006,Grass,19,727,318
40,2006,Grass,22,139,263
40,2006,Grass,27,710,709
40,2006,Grass,17,703,247
40,2006,Grass,19,1602,136
40,2006,Grass,21,679,1080
40,2006,Grass,17,162,1865
40,2006,Grass,32,261,686
40,2006,Grass,20,68,181
40,2006,Grass,22,1067,184
40,2006,Grass,21,590,1077
40,2006,Grass,25,729,100
40,2006,Grass,22,1081,1317
40,2007,Grass,22,727,292
40,2007,Grass,23,727,306
40,2007,Grass,23,292,726
40,2007,Grass,19,726,730
40,2007,Grass,18,727,1077
40,2007,Grass,10,292,261
40,2007,Grass,20,306,1098
40,2007,Grass,19,261,702
40,2007,Grass,22,730,738
40,2007,Grass,26,727,590
40,2007,Grass,32,1077,1899
40,2007,Grass,21,292,1081
40,2007,Grass,19,1098,318
40,2007,Grass,29,726,1947
40,2007,Grass,31,306,664
40,2007,Grass,29,702,277
40,2007,Grass,23,730,233
40,2007,Grass,23,727,647
40,2007,Grass,16,1947,162
40,2007,Grass,30,1077,150
40,2007,Grass,18,1098,146
40,2007,Grass,23,292,263
40,2007,Grass,25,318,281
40,2007,Grass,28,726,690
40,2007,Grass,25,738,247
40,2007,Grass,16,261,691
40,2007,Grass,22,306,703
40,2007,Grass,22,664,710
40,2007,Grass,33,590,718
40,2007,Grass,23,1081,116
40,2007,Grass,18,1899,312
40,2007,Grass,39,718,3599
40,2007,Grass,19,1899,664
40,2007,Grass,17,690,732
40,2007,Grass,20,1947,1869
40,2007,Grass,34,718,1577
40,2007,Grass,26,664,3601
40,2007,Grass,31,690,1889
40,2007,Grass,19,1869,326
40,2007,Grass,38,1947,621
40,2007,Grass,27,1899,3549
40,2007,Grass,15,732,1963
40,2007,Grass,32,3599,1940
40,2007,Grass,23,718,3600
40,2007,Grass,19,664,1627
40,2007,Grass,12,690,2020
40,2007,Grass,15,326,3602
40,2007,Grass,25,621,697
40,2007,Grass,19,3599,740
40,2007,Grass,20,1963,1923
40,2007,Grass,24,1899,721
40,2007,Grass,19,1577,3570
40,2007,Grass,33,732,2430
40,2007,Grass,29,3601,3603
40,2008,Grass,19,673,726
40,2008,Grass,17,673,647
40,2008,Grass,21,726,730
40,2008,Grass,20,673,292
40,2008,Grass,26,730,1964
40,2008,Grass,4,647,696
40,2008,Grass,23,726,1081
40,2008,Grass,21,673,1875
40,2008,Grass,31,730,318
40,2008,Grass,20,1081,727
40,2008,Grass,29,647,1077
40,2008,Grass,19,292,590
40,2008,Grass,33,1964,312
40,2008,Grass,37,726,139
40,2008,Grass,26,696,748
40,2008,Grass,18,673,1375
40,2008,Grass,17,730,686
40,2008,Grass,21,727,644
40,2008,Grass,16,1077,1394
40,2008,Grass,22,292,731
40,2008,Grass,36,139,723
40,2008,Grass,26,312,306
40,2008,Grass,38,696,682
40,2008,Grass,35,1964,1098
40,2008,Grass,18,318,201
40,2008,Grass,17,748,710
40,2008,Grass,27,647,326
40,2008,Grass,17,726,720
40,2008,Grass,23,590,1317
40,2008,Grass,30,1081,282
40,2008,Grass,26,1875,2224
40,2008,Grass,29,731,2337
40,2008,Grass,20,686,1646
40,2008,Grass,26,2224,104
40,2008,Grass,18,1875,1941
40,2008,Grass,30,1941,1080
40,2008,Grass,22,731,1889
40,2008,Grass,31,2224,258
40,2008,Grass,19,686,3300
40,2008,Grass,18,1875,1405
40,2008,Grass,36,104,2067
40,2008,Grass,18,2337,1376
40,2008,Grass,20,1646,1395
40,2008,Grass,17,1080,2121
40,2008,Grass,18,731,2084
40,2008,Grass,20,258,1616
40,2008,Grass,18,686,3605
40,2008,Grass,33,1405,325
40,2008,Grass,22,104,3606
40,2008,Grass,35,1395,187
40,2008,Grass,15,1376,2839
40,2008,Grass,19,1646,2039
40,2008,Grass,20,2067,1865
40,2008,Grass,23,2337,320
40,2008,Grass,17,1941,3607
40,2008,Grass,20,2224,1934
40,2008,Grass,18,1889,3608
40,2008,Grass,16,1875,1995
40,2008,Grass,21,3300,3570
40,2009,Grass,29,139,735
40,2009,Grass,23,735,710
40,2009,Grass,34,139,726
40,2009,Grass,17,735,277
40,2009,Grass,21,139,312
40,2009,Grass,27,726,1964
40,2009,Grass,31,710,318
40,2009,Grass,31,735,184
40,2009,Grass,22,139,743
40,2009,Grass,30,312,727
40,2009,Grass,23,726,1394
40,2009,Grass,7,277,647
40,2009,Grass,28,318,1317
40,2009,Grass,25,1964,330
40,2009,Grass,32,710,282
40,2009,Grass,20,735,278
40,2009,Grass,32,282,160
40,2009,Grass,20,743,590
40,2009,Grass,22,727,731
40,2009,Grass,22,1394,736
40,2009,Grass,24,277,679
40,2009,Grass,19,1317,1098
40,2009,Grass,16,1964,136
40,2009,Grass,20,318,230
40,2009,Grass,16,139,116
40,2009,Grass,15,647,315
40,2009,Grass,18,726,686
40,2009,Grass,21,330,168
40,2009,Grass,12,710,94
40,2009,Grass,25,184,235
40,2009,Grass,18,312,744
40,2009,Grass,16,710,1940
40,2009,Grass,31,168,330
40,2009,Grass,17,744,2117
40,2009,Grass,27,94,325
40,2009,Grass,32,2117,1953
40,2009,Grass,22,710,1393
40,2009,Grass,33,325,1636
