id,ime
5377,Tomer Zimmerman
981,Jaromir Becka
39,Roger Smith
2145,Birger Andersson
5555,Nils Muschiol
3081,Tetsu Kuramitsu
723,Radek Stepanek
2630,Yahiya Doumbia
5490,Francois Synnaeghal
3303,Abdulla Hajji
3685,Melvin Tong
2001,Vincent Millot
1773,Morris Skip Strode
3821,Danilo Zivanovic
2199,Deivids Juksa
3593,Eulicio Silva
2104,Blake Mott
1445,Jared Donaldson
3693,QUALIFIER QUALIFIER13
1212,Grant Connell
2243,Tsuyoshi Fukui
5436,Hajime Nihonmatsu
589,Martin Sinner
2654,Jose Fernando Carvajal Torres
269,Christopher Diaz-Figueroa
4169,Norman Tam
1655,Ben Mclachlan
2969,Alejandro Harms
293,Donald Young
5036,Chip Fisher
2217,Jamie Murray
1817,Young Min Kwon
287,Kevin Anderson
1649,Maxime Chazal
2547,Zhizhen Zhang
3917,Torsten Popp
1534,Jeff Turpin
1779,Wes Horskins
3443,Wilhelm Bungert
5754,Strong Kirchheimer
1942,Laurent Recouderc
2220,N Vijay Sundar Prashanth
819,Piet Veentjer
1400,Catalin-Ionut Gard
1110,Rafael Arevalo
2927,Mihaita Daniel Damian
1438,Ryan Shane
2935,Christian Marian
5076,Celso Sacomandi
5050,Jeff Gast
4362,Yannick Jankovits
4468,B. Moreau
5196,I Brady
191,Juan Carlos Ferrero
4778,Diogo Rocha
4621,Lan Bale
4333,Omar El Hizaz
4816,Ugo Biagianti
3794,Brian Battistone
5058,Alex Moscoso
4077,Scott Warner
4990,Julien Cassaigne
4943,Paul Groth
292,Marcos Baghdatis
1532,Ron Dutton
489,Maurice Hunter
3539,Kiantki Thomas
3861,Sarp Agabigun
2057,Peter Torebko
3798,Raymond Sarmiento
5530,Dennis Peschek
1205,Warren Green
2658,Steffen Zornosa 
2358,Richard Becker
697,Michel Kratochvil
3684,John Hui
4453,Antony Emerson
4125,Nir Welgreen
229,Eduardo Schwank
2517,Stefan Lindmark
1449,Trent Bryde
5163,Jong-Woong Yoon
5021,John Zwieg
5454,Doug Bohaboy
2858,Stephen Botfield
5094,John-Laffnie de Jager
2407,Aly El Dawoudi
3225,Brian Cheney
567,Slobodan Zivojinovic
3644,Ivan Cerovic
5747,David Hopkins
133,David Sanchez
1082,Ivo Heuberger
3102,Mahesh Bhupathi
4303,Chemseddine Belal
469,Greg Whitecross
5431,Shoichi Horiuchi
2523,Andrew Richardson
1999,Reda El Amrani
587,Nicklas Kulti
1017,Hans Schwaier
4511,Sergei Demekhine
2249,Jose Guerrero
1644,Bradley Klahn
5141,. Quartarolo
3416,Clive Brebnor
4834,Rene Hanak
2099,Henri Laaksonen
3453,Goncalo Andrade
257,Pierre-Ludovic Duclos
3368,Harry Sheridan
3490,Hugo Nys
637,Arnaud Boetsch
4495,Geoffrey Blancaneaux
3320,Hamad Al Mulla
3226,Jimmy Parker
3660,Junjo Kawamuri
4494,Thomas Laurent
4708,Paul Chaput
5678,Jakub Piter
5190,Andy Lloyd
337,Tom Gorman
5003,Gary Rose
1075,Kim Tiilikainen
320,Igor Sijsling
2641,Eduardo Struvay
71,Nuno Marques
2051,Laurynas Grigelis
2393,Jan Leschly
4109,Jamie Whiteford
4496,Claudio Fortuna
636,Peter Tramacchi
3898,Terry Suyderhoud
2293,Paul Torre
2307,Mario Tabares
2532,Xin-Yuan Yu
112,Alex Calatrava
3553,Baptiste Dupuy
871,Pat Cramer
4194,Hector Ortiz
2177,Toma Ovici
2667,Daniel Mora
5414,Kiyoshi Miyanami
5103,Pier Marco Pieracciani
5230,Igor Tchelychev
1007,Eduardo Bengoechea
3627,Uwe Gottschalk
2072,Boy Westerhof
3528,Roland Burtscher
4403,Gregorio Espinosa Muller
1144,Jimmy Connors
706,Martin Verkerk
5353,Larry Davidson
1451,Treat Huey
1233,Cesar Kist
2866,Claude De Gronckel
4965,David De Goede
3010,Daniel Dutra da Silva
4155,Mike Fedderly
3221,Devin McCarthy
4767,Richard Gabb
2788,Harvey Becker
364,Ray Ruffels
5640,Pablo Garcia-Gaitan
2080,Marton Fucsovics
4000,Jannis Liniger
3240,Mikael Stadling
4298,Mehdi Tahiri
3026,David Souto
4852,"

							<td class=""day-table-score"">



							</td>

							<td class=""day-table-button"">

							</td>

						</tr>

						<tr>

								<td class=""day-table-seed"">

				<span>

			(13)

		</span>



	</td>



								<td class=""day-table-flag"">



<img alt=""USA"" src=""/~/media/images/flags/usa.svg""   />	</td>



							<td class=""day-table-name"">

									<a href=""/en/players/andy-roddick/r485/overview"" class="""">Andy Roddick"
2227,Teeradon Tortrakul
4024,Colin Wei Ming Wong
4798,Joao Fernandes
713,Karol Beck
162,Richard Gasquet
5449,Joseph Russell
2126,Harry Bourchier
1919,Thiago Alves
5683,David Kuczer
1821,Piet Norval
4346,Florent Scaccianoce
5600,Wayne Hearn
3604,Jan-Henrik Langhorst
4114,Stefan Sterland-Markovic
2916,Daniel Smethurst
4782,Hugo Anao
2568,Nikola Milojevic
4238,Diego Lozano
5073,Ivan Camus
2231,Suk-Young Jeong
692,Alexander Popp
2094,Theodoros Angelinos
1324,Roger McKee
4421,Richard Waite
5450,Sule Ladipo
2724,Narendra Singh
4204,C. Rudman
1339,John Hayes
2257,Ernesto Vazquez-Barreira
4647,T. L.  Darcy
4619,Tertius Reynders
5293,Claudio Grassi
2171,Tadeu Luiz
634,David Nainkin
3246,Noam Behr
1385,Karlis Lejnieks
1852,Jaymon Crabb
1998,Ryler DeHeart
4737,Elwyn Mccabe
774,Milan Tajenar
2286,Gabriel Urpi
5712,Andrew Carlson
4456,Deiton Baughman
3454,Jose-Ricardo Nunes
5480,John Swann
3708,Richard Dick Knight
3741,Nicholas Naumann
2978,Hector Romani
5067,Sergio Ribeiro
3218,Mackenzie McDonald
1651,Rhett Purcell
3815,Vahid Mirzadeh
88,Galo Blanco
136,Christophe Rochus
1314,Fredrik Jonsson
591,Magnus Gustafsson
1210,Richey Reneberg
5221,Fredrik Bergh
2878,Ciprian Petre Porumb
5468,John Sharpe
464,Matt Mitchell
3287,Artem Smirnov
5240,Aleksander Vasin
1603,Daniel Evans
809,Jan Hordijk
211,Thomaz Bellucci
2460,Daniel Kumlin
3130,Tushar Liberhan
735,Novak Djokovic
2035,Matteo Trevisan
2767,Ned Caswell
2236,Hufu Wang
4430,Sam Barry
1283,Greg Holmes
1329,Zan Guerry
41,Jose Francisco Altur
3749,Connor Curry
2043,Caio Zampieri
2301,Martin Valenti
2605,Hugh Thomson
202,Antonio Ruiz-Rosales
78,Sandor Noszaly
4143,Sam Match
3687,Pekka Saila
2508,Constant Lestienne
5300,Marcin Gawron
2765,John Boytim
4875,M. Patterson
5771,Marko Lovrinovic
868,Bertalan Csoknyai
161,Oscar Hernandez
369,Regis Brunet
3263,Adrians Zguns
2941,Andras Szekely
5413,Yoshito Nakamura
1036,Ralph Kok
3268,Blake Strode
4521,Richard Muzaev
5537,Ivan Zovko
2666,Ricardo Pabon Cuesta
2921,Llaurentiu-Ady Gavrila
3649,Tobias Hinzmann
1733,Max Cocks
2210,Adirek Khundarnpinitvon
5082,Graham Silberman
3910,Massimo Ardinghi
2232,Karunuday Singh
4436,Tom Schonenberg
5608,Radoslav Lukaev
4331,Miliaan Niesten
651,Chuck Adams
3721,Bruno Rosa
1195,Mikael Pernfors
5765,Petar Jelenic
5280,Christer Holm
565,Neil Broad
2892,Artemon Apostu-Efremov
2665,Andres Molteni
197,Fabio Fognini
632,David Adams
2499,Christian Garin
1912,Brydan Klein
907,Bob Hewitt
1059,Michael Geserer
1646,Daniel Brands
2387,Sandro Ehrat
5014,Jack Acheson
4602,Leo Rolle
3319,Amir El-Bayoumy
1663,Thomas Fabbiano
5140,. Marchiori
1390,Jack Anton
68,Jiri Novak
2037,Clement Reix
4588,Wolfgang Spannagel
4105,Jordan Cox
5372,Ilan Sher
502,Rand Evett
4923,Ferenc Komaromi
2092,Albano Olivetti
3557,Luca Schena
37,Frederic Fontang
5247,Nikolai Fidirko
3298,Nasser-Ghanim Al-Khulaifi
3056,Chad Floe
3551,Clinton Thomson
4896,Pavel Sevcik
2504,Carl Soderlund
1442,Korey Lovett
4208,Jannie Louw
209,Daniel Gimeno-Traver
4359,Tak Khunn Wang
4931,Mohammad Hossein Akbari
1721,Vittorio Crotta
2687,Luca Gasparini
3316,Moussa Shanan
1446,Malek Jaziri
3605,Alexandre Renard
2702,Emanuel Couto
3780,S. G.  Laing
85,Emilio Benfele Alvarez
3564,Alexandros Jakupovic
5350,Chang-Rung Wu
1623,Izak Van der Merwe
5434,Takayoshi Shibuya
4416,Tristan Gabriel
1485,Randy Jones
2345,Manuel Jorquera
5360,Nematollah Nemati
5016,Rich Anderson
4597,Dominic Durand
1776,Mike Barr
5159,Chi-Wan Kim
3439,V Rudj
541,Johan Anderson
5763,Damon Gooch
4774,Pedro Leao
4980,Bart Beks
3797,Haythem Abid
4633,R. Jenkin
5401,Moon Il Kim
2289,Alejandro Cortes
2952,Juan Martinez
326,Robin Haase
4731,Joe Ragland
4618,Donni Leaycraft
902,B Wertheimer
264,Facundo Bagnis
3940, Futternecht
58,Marc-Kevin Goellner
903,Juan Ignacio Muntanola
3592,Roberto Chavez
1192,Rick Leach
2759,Buff Farrow
2904,Tudor Dumitrescu
2470,Claudio Rivera
4068,John Molin
934,Rory Chappell
5464,Naoki Nakagawa
642,Jakob Hlasek
2797,Juan Carlos Yunis
2881,Ion Moldovan
2678,Flavio Mazzocchi
4228,Antonio Andrade
2900,Jeroen Masson
5310,Elmar Ejupovic
4262,John Satchwell-Smith
492,Wayne Hampson
810,Unknown Unknown2
1172,Steve Denton
1239,Tasos Bavelas
3503,Jurg Siegrist
3100,Unknown Savoldelli
4603,Shyam Minotra
5406,Chang-Hong Ni
4649,A. M.  Thomas
2954,Oscar Valdivieso
3906,Emilio Marturano
2737,John Eagleton
4444,Peter Spang
2608,Tim Garcia
455,Marty Riessen
5560,Saso Bende
1816,Kent Kinnear
4026,Muhammad-Ashaari Bin Zainal Abidin
664,Andrei Pavel
2273,Roger Dowdeswell
4673,Phil Tovey
4784,Juan-Pablo Yunis
4220,Stephen Taylor
3356,Dennis Foley
3201,J. Spinnenweber
2131,Aslan Karatsev
5244,Beka Komakhidze
16,Andres Gomez
2123,Gerald Melzer
2830,Andrei Rybalko
4452,Jon Sorbo
2603,Stephane Sansoni
1295,Lars-Anders Wahlgren
4790,Matias Saenz
3271,Sekou Bangoura
1223,Rolf Norberg
4967,Lennert Van Der Linden
24,Joao Cunha-Silva
3374,Chris Bovett
2924,Andrei Cociasu
4553,Christopher Marquis
1258,German Lopez
5529,Ivan Vajda
3966,Rainer Falenti
2398,Lars Olander
4191,Herve Grenier
2323,Tomas Anzari 
3054,Tarek El Sakka
2064,Jordan Thompson
1121,Vincent Van Patten
4023,Mohd Assri Merzuki
3219,Eric Quigley
2010,Todd Widom
1756,Gianni Marchetti
2562,Travis Rettenmaier
5433,Kenzo Ukon
4130,Horst Ritter
5341,Mark Jeffrey
4800,Diogo Soares
2349,Juan Lizariturry
1630,Anton Bettink
3530,Alexandre Strambini
891,Wojtek Fibak
2314,Jose Clavet
4665,Richard Hillage
4971,Jelle Sels
5342,Jaime Fillol
883,Dimitri Sturdza
807,John Clifton
3603,Gunnar Hildebrandt
658,Lleyton Hewitt
2538,Sa Chen
4986,Robert Lindstedt
5458,Toshiharu Kato
1253,Lawson Duncan
581,Claudio Pistolesi
3413,B. Akbari
3839,Umit Center
5453,Joji Miyao
3882,Andrian Raturandang
203,Paolo Lorenzi
1793,Nelson Aerts
4250,S. Fine
3387,John McDonald
1711,Bert Kearney
29,Jorge Lozano
2653,Daniel Elahi Galan
5164,Sang-Hoon Lee
2529,Amir Hadad
3188,Jon Hainline
4638,A. Fine
4163,Jeffrey Das
2806,Gilles Bastie
1837,Dave Randall
510,Leif Shiras
1857,Justin Bower
906,Carlos Kirmayr
4756,Jarryd Bant
872,Stephen Warboys
3281,Jakub Wojcik
5025,Larry Dodge
4462,Andrzej Licis
1802,Chris Kennedy
3254,Adrian Bohane
2502,Mikael Ymer
2404,Goran Berglund
5020,Dave George
3436,Jan Erik Lindquist
426,Ernie Ewert
1501,Harry Fritz
2039,Peter Gojowczyk
3396,F.  Mcardle
804,Anand Amritraj
4927,Harry Fauquier
3431,Nicolas Reissig
2267,Jose Luis Arilla
3569,Claude Benz
924,Tomas Smid
2584,Octavio Martinez
2855,Eric Riley
921,Peter Gerads
2832,Oren Motevassel
825,Evert Schneider
5777,M Borgener
2299,Oliver Freund
3935,Unknown Friscic
3061,Mark Shires
6,Alberto Berasategui
5186,Duckhee Lee
1566,Scott Clark
79,Gaston Etlis
1100,Jesse Huta Galung
4046,Nial Brash
3096,Sergio Speciale
4472,Bernard Balleret
4173,Robert Khoury
2703,Tuomas Ketola
857, Koeck
2304,Santiago Mora
3109,Martin Spottl
1925,Richard Bloomfield
1993,Dayne Kelly
2158,Ricardo Ycaza
4789,Martin Trueva
3025,Juan Ignacio Galarza
1491,Gordon Simmonds
2749,Ricky Brown
117,Gaston Gaudio
4527,Roman Tudoreanu
2560,Antonio Sancic
1725,Mathias Werren
561,Pete Sampras
3642,Robert Kroll
1767,Jamie Harty
3157,Arjun Kadhe
1417,Rhyne Williams
3833,Juan-Francisco Spina
638,Hendrik Dreekmann
1774,Ken Barton
2221,Puriwat Chatpatcharoen
3040,Juan Pablo Paz
196,Bruno Echagaray
3013,Marcel Felder
3944,Anatoli Volkov
1846,Leander Paes
1194,Tony Mmoh
1518,Bill Maze
2852,Morees Dubruyn
5725,Robert Clarke
2049,Michael Look
1985,Alexander Slabinsky
3558,Martin Prikryl
4022,Syed Mohd Agil Syed Naguib
2132,Roberto Marcora
878,Marcelo Lara
2592,Jack Lowe
1419,Prakash Amritraj
1500,Larry Loeb
717,Robby Ginepri
2287,Juan-Manuel Hidalgo
3200,Bob Kronaugh
4819,Natsuta Uehara
171,Nicolas Devilder
3241,Thomas Andersen
4920,Alfredo Acuna
684,Stephane Huet
2620,Juan Nunez
5027,Jerry Van Linge
232,Simon Greul
1174,Mark Dickson
5171,Hao Zhang
2953,Gerardo Wortelboer
2041,Radu Albot
1660,Kenny De Schepper
1946,Gary Lugassy
4094,Ross Matheson
4397,J. Adams
2734,Brant Bailey
4850,Tomas Tenconi
4582,Alexander Braun
1808,Bret Garnett
4061,Thomas Messmer
2673,Rodrigo Echavarria
2861,Stefan Heckmanns
3556,Marc Auradou
1881,Roko Karanusic
1850,Geoff Grant
4051,Stephen Temple
1143,Clark Graebner
3648,Borut Puc
3675,Randall King
1269,Jozsef Krocsko
731,Jan Hernych
824,Jun Kuki
3652,Tim Nekic
1097,Francesco Aldi
944,Robbie Venter
3020,Gonzalo Tur
1968,Kyu Tae Im
2760,Johan Alven
956,Gustavo Tiberti
4014,Adam Jaya
515,Sean Brawley
4025,Ji Sung Nam
5070,Massimo Boscatto
4104,James Feaver
2669,Jesus Francisco Felix
1665,Liang-Chi Huang
2820,Rudy Hernando
2207,Pongsatorn Benjamas
1010,Juan Antonio Rodriguez
2699,Jimy Szymanski
2993,Luis Baraldi
1950,Conor Niland
2394,Eduardo Zuleta
3949,Ingo Wimmer
4598,Larry Rolle
4701,Sarvar Ikramov
4762,Barry King
3330,Jabor Mohammed Ali Mutawa
553,Richard Schmidt
5472,John McManus
3217,Devin Britton
4964,Jannick Lupescu
3499,Jaime Subirats
3666,Tau Luu
1741,William Brown
385,Scott Carnahan
4581,Louis Wessels
5479,Andre Cote
3656,Daniel Masur
1689,R. Sellick
3473,Mohammed-Arif Elahi
1147,Ove Nils Bengtson
3679,Erik Van&#39;t Hof
3378,James Mcardle
1318,Bob Bryan
2588,Allen Morris
5590,Robert Potthast
3404,Quentin Pretorius
4419,Hugo Schott
1232,Fernando Luna
86,Lucas Arnold Ker
3202,Gary Plock
2242,Sombat Uamongkol
3766,Geoff Roberts
913,Alvaro Betancur
4234,Conny Falk
2549,Djordje Djokovic
5011,Jack Kruger
4728,Graeme Notman
736,Igor Kunitsyn
3777,R.  Frost
1133,Rod Laver
1050,Thierry Guardiola
1226,Mike Cahill
3077,Akinori Naguro
2454,Markus Eriksson
127,Antony Dupuis
512,David Mustard
962,Christoph Zipf
3576,Jacob Kahoun
2996,Hugo Roverano
384,Victor Eke
862,Terry Ryan
900,Gianni Ocleppo
5258,Teimouraz Metreveli
729,Andreas Seppi
5063,. Alvarez
5169,Sadiq Abdullahi
1907,Filip Prpic
3955,Richard Vogel
328,Victor Estrella Burgos
82,Emilio Sanchez
2144,Francisco Mastelli
2757,Al Parker
1599,Jaroslav Pospisil
2183,Robert Hubbard
2336,Carlos Cuadrado
1200,Marty Davis
5491,Jeff Robbins
2875,Gunther Vanderveeren
3286,Lance Cohen
5739,David Brewer
3946,Shamil Tarpischev
2122,Adam Pavlasek
5566,Tilen Zitnik
5311,Tassilo Schmid
3293,Kent Woodward
3442,Kosti Killas
474,Chris Gunning
4120,Harry Skinner
2740,Ben McKown
2567,Daniele Giorgini
958,Jose Garcia-Requena
978,Craig Campbell
1684,Sutarjo Sugiarto
279,Dusan Lajovic
5738,Tom Rushby
4212,Albert Alcaraz Ivorra
3975,Ingo Neumuller
5550,Antonio Lupieri
2408,Per Hegna
3017,Pablo Galdon
2368,Jan-Eric Lundquist
4302,Reginald Willems
4110,Edward Corrie
991,Sergio Casal
5249,Vladimir Uzhylovsky
5627,Adolfo Gomez Pinter
1554,Pat Serret
5369,Ian Harris
5243,Andrei Vasilevski
81,Eyal Ran
3474,Joseph Solc
992,Givaldo Barbosa
4467,Alain Bouteleux
2063,Pierre-Hugues Herbert
5569,Matej Svjetlicic
1279,Thomas Koch
4153,Richard Gallien
3322,Johan Brunstrom
3995,Dekel Bar
5575,Mladen Mitak
4126,John Norgauer
1658,Lucas Pouille
5402,Sadao Kosugi
4849,Javier Garcia-Sintes
4392,Dale Ogden
56,Alejandro Hernandez
3065,Igor Tihonenko
5645,Carlos Taberner
4933,Aleksandr Ivanov
4091,Robert Perry
529,Mark Woodforde
3746,Nicholas Edlefsen
4312,Saad Benkirane
2601,Bill Behrens
1045,Bart Wuyts
3793,Tigran Martirosyan
1260,Jens Woehrmann
3646,Marius Zay
3574,Alexandre Penaud
603,Karsten Braasch
2129,Nikoloz Basilashvili
5075,Noel Freitas
2945,Alexandar Lazov
1762,Phil Davies
2572,Marko Rajic
3891,Hendrik Coertzen
4290,Romeo Rafon
3345,Maximilian Abel
1105,Denis Matsukevich
3913,Clemens Trimmel
3525,Stephan Rhode
4202,Alvin Schwarz
1958,Miles Armstrong
1321,Crawford Henry
4484,Sami Reinwein
2651,Mateo Andres Ruiz Naranjo
3727,Theron Cole
3544,Patrick Taubert
1648,Alexander Zverev
3326,Mubarak Zaid
743,Jo-Wilfried Tsonga
3963,Alexander Windisch
4476,Guillaume Couillard
1713,Christian Janssens
3624,Steve Tidball
2565,Sergey Betov
3267,Julien Carsuzaa
813, Unknown
3327,Abdulrahman Al Harib
2712,Tim Pawsat
4998,Hiroyasu Ehara
4776,Nuno Matias
1087,Jaroslav Levinsky
4280,Patrick Galbraith
3509,Allan Kendal
3645,Philipp Hammer
1287,Luiz Mattar
3937, Hamza
4950,Stephane Piro
4327,Abdelkader Benabdellah
1654,Alexander Klintcharov
4861,Clive Wilderspin
3923,Vjekoslav Skenderovic
740,Go Soeda
3235,Garth Haynes
1635,Martin Klizan
2552,Attila Balazs
4518,Roman Kislyanskiy
5674,Radoslaw Nijaki
1033,Christian Geyer
1345,Bob Green
1492,A. Whittaker
2288,Stefan Svensson
4680,Tim Trigueiro
72,Frederic Vitoux
4820,Tadayuki Sawamatsu
4241,Martin Garcia
2744,Gonzalo Nunez
5256,Artur Madzhar
2984,Gerardo Miceli
3173,Carey Brading
5132,Jason Netter
716,Cyril Saulnier
832,Kenichi Hirai
4275,David Segal
4981,Marcin Matkowski
4240,Ruben Fernandez
4200,Robbie Smith
4698,Christo Schultz
1057,Lars Rehmann
1805,Adam Anderson
616,Derrick Rostagno
2374,Sean Sorensen
641,Wayne Ferreira
3967,Daniele Balducci
5273,Milan Vopicka
2994,Roberto Carruthers
4052,David Imonitie
4223,Richard Moody
4830,Damir Buljevic
4803,Joao Barra
5499,Steve Herdoiza
3983,Maximilian Neuchrist
2362,Eui-Jong Chang
2846,Emilien Firmin
5272,Don Bitler
3602,Tristan Farron-Mahon
5151,Fabrizio Gasparini
2750,Eduardo Velez
3835,Joe Bates
610,Markus Zoecke
2244,Bill Cowan
4534,Vitali Reshetnikov
2141,Rafael Ruiz
574,Jean-Philippe Fleurian
1829,Brian Garrow
5408,Shoichi Tatsuno
3373,Peter Jackson
2342,Jose Antonio Sanchez-de Luna
3880,Sebastien Hette
1954,Gustavo Marcaccio
738,Evgeny Korolev
1241,Marcelo Hennemann
175,Edgardo Massa
2150,Javier Restrepo
4253,Tres Cushing
1459,Phil Gunning
3521,John Fairchild
2992,Roberto Gratz
2070,Ze Zhang
4906,Gonzalo Escobar
478,Hans Hansson
1126,Jean-Marc Piacentile
1563,Peter Moraing
5245,Irakli Marutian
4440,Jacques Bonnemaison
1064,Peter Wessels
2339,Bartolome Salva-Vidal
5655,Michael Bauer
4831,Pavel Vizner
882,Patricio Rodriguez
4772,Javier Molina
218,Horacio Zeballos
4659,Richard Stott
2181,Paolo Bertolucci
3321,Sherif Sabry
99,Oleg Ogorodov
2305,David Franco
4083,QUALIFIER QUALIFIER15
2883,Gabriel Trifu
2073,Hiroki Moriya
5756,Quinton Vega
1738,Robert Machan
3138,Navdeep Singh
1463,Ray Keenan
1018,Alberto Tous
2718,Tetsuya Chaen
1531,Rodney Crowley
4848,Stefano Tarallo
1482,Matti Timonen
3674,K.S. Leung
2741,Todd Lundy
3611,David Thurner
3199,Larry Turville
1040,Hendrik Jan Davids
3024,Kevin Konfederak
3069,Chris Burr
3634,Peter Marmureanu
5081,Keith Brebnor
4371,David O&#39;hare
3001,Gustavo Garetto
522,Nduka Odizor
747,Andrey Golubev
4783,Jose-Manuel Garcia-Rodriguez
4213,Adam Sanjurjo Hermida
1761,Jeremy Cohen
2793,Lorenzo Soriano
3418,Colin Rees
4500,Serge Soulie
4645,P. Corne
4606,Todd Paul
2105,Bradley Mousley
5241,Svyatoslav Knyazev
4297,Dusan Prchlik
33,Maurice Ruah
4321,Mehdi Benhammou
2747,Cary Leeds
3641,Jose Antonio Fernandez
620,David Wheaton
898,Angel Gimenez
341,Bill Scanlon
121,Orlin Stanoytchev
3290,Rich Hillway
5506,Zachary White
5326,Jonas Luetjen
5198,David Collins
1759,Steven Wright
5026,Charles Darley
1154,Keith Richardson
5420,Haruhiko Matsunaga
4428,Corentin Moutet
5385,Ohad Weinberg
2977,Unknown Unknown5
3152,Jeevan Nedunchezhiyan
1149,Manuel Orantes
226,Sebastian Decoud
4937,Hendrick Sepp
4885,Ross Olivieri
3335,Abdullah Shannan Alharrasi
1405,Mikhail Ledovskikh
3079,Osuma Nakamura
3957,Harald Mair
5294,Christoffer Solberg
1268,Andreas Fikas
1479,Thierry Bernasconi
3510,. Michod
3999,Pascal Brunner
2083,Enrique Lopez-Perez
1991,Guillaume Rufin
3002,Ernie Fernandez
3487,Tobias Simon
4463,Martin Carlstein
1527,Armand Molino
837,Stepan Koudelka
3848,Mustafa Gencsoy
1859,Oscar Serrano
405,Ulrich Pinner
3865,Hadiman Hadiman
715,Taylor Dent
3229,Lee Merry
4339,Mehdi Jdi
482,Craig Wittus
3382,N. Lennon
3176,S Menzies
4818,Matt Lucena
3448,Yannick Thivant
5374,Shai Puni
2441,Mohammad Ghareeb
1588,Francesco Piccari
2265,Juan Couder
4381,Florian Allgauer
4544,Blazej Koniusz
5035,John Stefanki
3817,Ryan Preston
867,Tom Christensen
1813,Laurent Prades
1415,Denis Istomin
3954,Oliver Ploner
4839,C. Sakolsky
5028,John Wright
206,Gael Monfils
1766,Mike Gandolfo
2930,Vasile-Alexandru Ghilea
1975,Brendan Mckenzie
1544,Michael Fancutt
3461,Miguel Semedo
2738,Heinz Gildemeister
4858,Rob Kilderry
2098,Jordi Samper-Montana
2127,Stefano Travaglia
2985,Rodolfo Cisneros
1894,Konstantinos Economidis
1188,Peter Lundgren
3976,Damian Patriarca
3914,Ivaylo Traykov
3279,Alvaro Ochoa
4961,Alois Beust
4442,Adolfo Gonzalez
3215,Alberto Francis
2396,Leif Johansson
3261,Nicolas Todero
5334,Stephen Furlong
1637,Frederik Nielsen
5205,Mark Greenan
3205,Tracy Delatte
4739,R. Lovell
2640,Carlos Salamanca
4827,Sergio Cruz
5192,Geoffrey Olsson
5154,Gap-Taik Ro
35,David Rikl
4955,Giorgio Bologna
1750,Herve Gauvain
3325,John El Khoury
2278,Henry Bunis
4712,Cedrick Commin
4235,Eduardo Mandarino
1515,Bill Gilmour
4387,Bob Alloo
1659,Jan-Lennard Struff
2692,Paolo Pambianco
5462,Yusuke Watanuki
2885,Nikos Rovas
5274,Roberto Marcher
1503,Peter Hampton
4254,Brad Holland
5686,Piotr Dilaj
3799,Clay Thompson
1312,Eric Taino
2115,Liam Broady
1471,Bill Brown
1027,Francisco Yunis
4758,Nick Cavaday
4757,Lewis Burton
4160,Robert Yim
3615,Jaan-Frederik Brunken
3581,Robin Kern
5482,George Andrews
676,Jan-Michael Gambill
3834,Javier Herrera-Eguiluz
5398,S Tanabe
1535,Danny Saltz
5197,Stephen Thompson
4020,Dominic Inglot
2160,Thomas Stalhandske
3875, Suwito
1539,Kelvin Belcher
4278,Benito Schon
2111,Elias Ymer
4594,Omar Laimina
4824,J. Zimincer
3403,Jackie Saul
3748,Vullnet Tashi
4285,W Lung
530,Dan Goldie
1710,Jack May
3114,Harsh Mankad
5207,Ted Scherman
5720,Gene Russo
4019,Ahmed Deedat Abdul Razak
3315,Ali Ghareeb
2403,Jan Zabrodsky
3546,Pablo Martin-Adalia
5545,Vedran Siljegovic
1411,Christopher Eubanks
3695,Petr Strobl
432,Dick Dell
2308,Victor Lopez
3774,N. L.  Reevell
1820,Byron Talbot
303,Tigre Hank
3992,Dominic Weidinger
4326,Yassine Idmbarek
1884,Jean-Christophe Faurel
2338,Francisco Fogues
3899,Manuel Rodriguez
3610,Marko Lenz
4876,K. Tobin
3237,P. Hagna
1156,John McEnroe
1303,Luke Jensen
4740,A Webb
5507,Tommy Mylnikov
3824,Justin O&#39;Neal
1883,Jerome Haehnel
1522,Dick Metz
3512,Hansjorg Elzer
4596,Philippe Lacombrade
1316,Hyung-Taik Lee
5589,Luis Garcia
1249,Wolfgang Popp
2361,Bernardo Mota
5100,Helio Sileman
1299,Wade McGuire
2629,Pablo Campana
4408,Holger Fischer
1632,Jaden Grinter
1869,Nenad Zimonjic
608,Axel Finnberg
2662,Alexander Sarkissian
5492,Josef Brabenec
3889,Jean Andersen
3359,Michael Hickey
3877,Suwandi Suwandi
4663,Unknown Pickthall
503,John Frawley
948,Marc Albert
1640,Martin Colenbrander
5069,Ivano Cappelloni
4199,Rob Cadwaller
5237,Vladyslav Klymenko
1978,Woong-Sun Jun
1112,Tomasz Bednarek
4227,D Calle
904,Tenny Svensson
3869,Justedjo Tarik
5178,Rigele Te
1967,Gianluca Naso
5501,Philip Gubenco
1506,Bruce Kleege
1669,Toomas Leius
3392,G. Doherty
4451,William Notar
2642,Juan Ignacio Londero
4872,K. Lonsdale
4727,Andrew Smith
3493,Valerio Baiardo
2848,Roger Knapp
4277,Michal Jordan
5250,Vugar Aliev
2715,Yasufumi Yamamoto
1798,Charlton Eagle
1516,Brett Hibbert
1943,Thomas Oger
3264,Jonathan David
5251,Timofey Skripkin
2370,Tim Sturdza
3116,Vishal Uppal
1270,Carsten Arriens
3816,Joe Epkey
3196,Christopher Sylvan
1122,Mario Martinez
1180,Marcos Hocevar
